pitch_type,batter,at_bat_number,pitch_number,inning,bat_score,fld_score,stand,balls,strikes,outs_when_up,on_3b,on_2b,on_1b,woba_value,launch_speed_angle,game_pk,pitch_pk
CU,444432,20,1,3,1,0,0,0,0,2,0,1,1,,,530694,2018070402001
CU,444432,20,2,3,1,0,0,0,1,2,0,1,1,,,530694,2018070402002
CU,444432,20,3,3,1,0,0,0,2,2,0,1,1,0.0,,530694,2018070402003
CU,448801,24,1,4,1,0,1,0,0,0,1,1,1,,,530694,2018070402401
CU,448801,24,2,4,1,0,1,1,0,0,1,1,1,,,530694,2018070402402
SI,448801,24,3,4,1,0,1,1,1,0,1,1,1,,,530694,2018070402403
CU,448801,24,4,4,1,0,1,2,1,0,1,1,1,,,530694,2018070402404
CU,448801,24,5,4,1,0,1,2,2,0,1,1,1,0.0,,530694,2018070402405
CU,570731,25,1,4,1,0,0,0,0,1,1,1,1,,,530694,2018070402501
FF,570731,25,2,4,1,0,0,0,1,1,1,1,1,,,530694,2018070402502
CU,570731,25,3,4,1,0,0,0,2,1,1,1,1,1.25,4.0,530694,2018070402503
CH,641820,26,1,4,1,0,0,0,0,1,1,0,1,0.0,2.0,530694,2018070402601
FF,642082,27,1,4,1,0,1,0,0,2,1,0,1,0.7,,530694,2018070402701
FF,606162,28,1,4,1,0,0,0,0,2,1,0,0,,,530694,2018070402801
CU,606162,28,2,4,1,0,0,0,1,2,1,0,0,,,530694,2018070402802
CU,606162,28,3,4,1,0,0,0,2,2,1,0,0,0.0,,530694,2018070402803
SI,542921,32,1,5,1,0,0,0,0,0,1,1,1,,,530694,2018070403201
SI,542921,32,2,5,1,0,0,0,1,0,1,1,1,0.9,2.0,530694,2018070403202
CU,430945,33,1,5,1,0,0,0,0,0,1,1,0,,,530694,2018070403301
FF,430945,33,2,5,1,0,0,0,1,0,1,1,0,,,530694,2018070403302
FF,430945,33,3,5,1,0,0,0,2,0,1,1,0,,,530694,2018070403303
FF,430945,33,4,5,1,0,0,0,2,0,1,1,0,,,530694,2018070403304
CU,430945,33,5,5,1,0,0,0,2,0,1,1,0,,,530694,2018070403305
FF,430945,33,6,5,1,0,0,1,2,0,1,1,0,,,530694,2018070403306
CU,430945,33,7,5,1,0,0,1,2,0,1,1,0,0.0,,530694,2018070403307
CU,592518,34,1,5,1,0,0,0,0,1,1,1,0,,,530694,2018070403401
CU,592518,34,2,5,1,0,0,0,1,1,1,1,0,,,530694,2018070403402
FF,592518,34,3,5,1,0,0,0,2,2,1,1,1,,,530694,2018070403403
FF,592518,34,4,5,1,0,0,1,2,2,1,1,1,,,530694,2018070403404
SI,592518,34,5,5,1,0,0,1,2,2,1,1,1,0.0,,530694,2018070403405
SI,444432,41,1,6,1,2,0,0,0,0,1,1,1,,,530694,2018070404101
FF,444432,41,2,6,1,2,0,0,1,0,1,1,1,,,530694,2018070404102
CH,444432,41,3,6,1,2,0,1,1,0,1,1,1,,,530694,2018070404103
CU,444432,41,4,6,1,2,0,1,2,0,1,1,1,0.0,3.0,530694,2018070404104
SI,448801,42,1,6,1,2,1,0,0,1,1,1,1,,,530694,2018070404201
CH,448801,42,2,6,1,2,1,0,1,1,1,1,1,,,530694,2018070404202
CH,448801,42,3,6,1,2,1,1,1,1,1,1,1,,,530694,2018070404203
CU,448801,42,4,6,1,2,1,1,2,1,1,1,1,0.0,,530694,2018070404204
SI,570731,43,1,6,1,2,0,0,0,2,1,1,1,0.9,4.0,530694,2018070404301
CU,641820,44,1,6,1,2,0,0,0,2,1,1,0,,,530694,2018070404401
CU,641820,44,2,6,1,2,0,1,0,2,1,1,0,,,530694,2018070404402
CH,641820,44,3,6,1,2,0,2,0,2,1,1,0,,,530694,2018070404403
FF,641820,44,4,6,1,2,0,2,1,2,1,1,0,,,530694,2018070404404
FF,641820,44,5,6,1,2,0,3,1,2,1,1,0,,,530694,2018070404405
FF,641820,44,6,6,1,2,0,3,2,2,1,1,0,,,530694,2018070404406
CH,641820,44,7,6,1,2,0,3,2,2,1,1,0,0.0,,530694,2018070404407
CU,642082,48,1,7,1,2,1,0,0,0,1,1,1,,,530694,2018070404801
CU,642082,48,2,7,1,2,1,0,1,0,1,1,1,,,530694,2018070404802
FF,642082,48,3,7,1,2,1,0,2,0,1,1,1,,,530694,2018070404803
FF,642082,48,4,7,1,2,1,1,2,0,1,1,1,,,530694,2018070404804
CU,642082,48,5,7,1,2,1,2,2,0,1,1,1,0.0,,530694,2018070404805
FF,572073,49,1,7,1,2,0,0,0,1,1,1,1,,,530694,2018070404901
FF,572073,49,2,7,1,2,0,0,1,1,1,1,1,,,530694,2018070404902
FF,572073,49,3,7,1,2,0,0,2,1,1,1,1,,,530694,2018070404903
CU,572073,49,4,7,1,2,0,1,2,1,1,1,1,,,530694,2018070404904
CU,572073,49,5,7,1,2,0,1,2,1,1,1,1,0.0,2.0,530694,2018070404905
FF,542921,50,1,7,1,2,0,0,0,2,1,1,1,0.9,4.0,530694,2018070405001
CU,430945,51,1,7,1,2,0,0,0,2,1,1,0,,,530694,2018070405101
CU,430945,51,2,7,1,2,0,0,1,2,1,1,0,,,530694,2018070405102
FF,430945,51,3,7,1,2,0,0,2,2,1,1,0,,,530694,2018070405103
FF,430945,51,4,7,1,2,0,1,2,2,1,1,0,,,530694,2018070405104
CU,430945,51,5,7,1,2,0,1,2,2,1,1,0,,,530694,2018070405105
FF,430945,51,6,7,1,2,0,1,2,2,1,1,0,,,530694,2018070405106
FF,430945,51,7,7,1,2,0,2,2,2,1,1,0,0.9,4.0,530694,2018070405107
CU,592518,52,1,7,1,2,0,0,0,2,0,1,0,,,530694,2018070405201
FF,592518,52,2,7,1,2,0,1,0,2,0,1,0,,,530694,2018070405202
FF,592518,52,3,7,1,2,0,1,1,2,0,1,0,0.0,3.0,530694,2018070405203
FF,642708,4,1,1,0,0,0,0,0,0,1,1,1,,,529466,2018070900401
FF,642708,4,2,1,0,0,0,0,1,0,1,1,1,,,529466,2018070900402
CU,642708,4,3,1,0,0,0,1,1,0,1,1,1,,,529466,2018070900403
FF,642708,4,4,1,0,0,0,2,1,0,1,1,1,,,529466,2018070900404
FF,642708,4,5,1,0,0,0,2,2,0,1,1,1,,,529466,2018070900405
CU,642708,4,6,1,0,0,0,2,2,0,1,1,1,0.0,,529466,2018070900406
FF,607043,5,1,1,0,0,1,0,0,1,1,1,1,,,529466,2018070900501
CU,607043,5,2,1,0,0,1,0,1,1,1,1,1,,,529466,2018070900502
FF,607043,5,3,1,0,0,1,0,2,1,1,1,1,,,529466,2018070900503
CU,607043,5,4,1,0,0,1,1,2,1,1,1,1,0.0,,529466,2018070900504
FF,527038,6,1,1,0,0,0,0,0,2,1,1,1,,,529466,2018070900601
FF,527038,6,2,1,0,0,0,1,0,2,1,1,1,,,529466,2018070900602
FF,527038,6,3,1,0,0,0,1,1,2,1,1,1,,,529466,2018070900603
FF,527038,6,4,1,0,0,0,1,2,2,1,1,1,,,529466,2018070900604
CU,527038,6,5,1,0,0,0,1,2,2,1,1,1,,,529466,2018070900605
CU,527038,6,6,1,0,0,0,2,2,2,1,1,1,,,529466,2018070900606
FF,527038,6,7,1,0,0,0,3,2,2,1,1,1,,,529466,2018070900607
CU,527038,6,8,1,0,0,0,3,2,2,1,1,1,0.9,4.0,529466,2018070900608
CU,624424,7,1,1,0,0,1,0,0,2,1,1,0,,,529466,2018070900701
CU,624424,7,2,1,0,0,1,0,1,2,1,1,0,,,529466,2018070900702
FF,624424,7,3,1,0,0,1,1,1,2,1,1,0,,,529466,2018070900703
CU,624424,7,4,1,0,0,1,1,2,2,1,1,0,0.0,,529466,2018070900704
FF,642086,11,1,2,0,0,1,0,0,0,1,1,1,,,529466,2018070901101
SI,642086,11,2,2,0,0,1,0,1,0,1,1,1,0.0,3.0,529466,2018070901102
FF,608700,12,1,2,0,0,0,0,0,1,1,1,1,,,529466,2018070901201
FF,608700,12,2,2,0,0,0,1,0,1,1,1,1,,,529466,2018070901202
FF,608700,12,3,2,0,0,0,1,1,1,1,1,1,,,529466,2018070901203
CH,608700,12,4,2,0,0,0,2,1,1,1,1,1,,,529466,2018070901204
CH,608700,12,5,2,0,0,0,2,2,1,1,1,1,0.0,2.0,529466,2018070901205
FF,408314,17,1,3,0,0,1,0,0,0,1,1,1,,,529466,2018070901701
CH,408314,17,2,3,0,0,1,0,1,0,1,1,1,,,529466,2018070901702
CH,408314,17,3,3,0,0,1,1,1,0,1,1,1,,,529466,2018070901703
FF,408314,17,4,3,0,0,1,1,2,0,1,1,1,0.0,,529466,2018070901704
FF,621261,18,1,3,0,0,0,0,0,1,1,1,1,0.0,2.0,529466,2018070901801
CU,642708,19,1,3,0,0,0,0,0,2,1,1,1,,,529466,2018070901901
FF,642708,19,2,3,0,0,0,0,1,2,1,1,1,0.0,3.0,529466,2018070901902
SI,607043,23,1,4,0,0,1,0,0,0,1,1,1,,,529466,2018070902301
CU,607043,23,2,4,0,0,1,0,1,0,1,1,1,,,529466,2018070902302
SI,607043,23,3,4,0,0,1,0,2,0,1,1,1,0.0,,529466,2018070902303
CH,527038,24,1,4,0,0,0,0,0,1,1,1,1,,,529466,2018070902401
CH,527038,24,2,4,0,0,0,0,1,1,1,1,1,,,529466,2018070902402
FF,527038,24,3,4,0,0,0,0,2,1,1,1,1,,,529466,2018070902403
CH,527038,24,4,4,0,0,0,0,2,1,1,1,1,0.0,2.0,529466,2018070902404
CU,624424,25,1,4,0,0,1,0,0,2,1,1,1,,,529466,2018070902501
CH,624424,25,2,4,0,0,1,0,1,2,1,1,1,,,529466,2018070902502
FF,624424,25,3,4,0,0,1,0,2,2,1,1,1,,,529466,2018070902503
CH,624424,25,4,4,0,0,1,1,2,2,1,1,1,0.0,2.0,529466,2018070902504
CU,642086,33,1,5,0,3,1,0,0,0,1,1,1,,,529466,2018070903301
CH,642086,33,2,5,0,3,1,0,1,0,1,1,1,,,529466,2018070903302
SI,642086,33,3,5,0,3,1,0,2,0,1,1,1,,,529466,2018070903303
SI,642086,33,4,5,0,3,1,1,2,0,1,1,1,,,529466,2018070903304
CH,642086,33,5,5,0,3,1,2,2,0,1,1,1,,,529466,2018070903305
CU,642086,33,6,5,0,3,1,3,2,0,1,1,1,,,529466,2018070903306
FF,642086,33,7,5,0,3,1,3,2,0,1,1,1,0.0,,529466,2018070903307
CH,608700,34,1,5,0,3,0,0,0,1,1,1,1,,,529466,2018070903401
CH,608700,34,2,5,0,3,0,0,1,1,1,1,1,,,529466,2018070903402
CH,608700,34,3,5,0,3,0,1,1,1,1,1,1,,,529466,2018070903403
FF,608700,34,4,5,0,3,0,1,2,1,1,1,1,0.0,,529466,2018070903404
CU,408314,39,1,6,0,3,1,0,0,0,1,1,1,,,529466,2018070903901
CH,408314,39,2,6,0,3,1,0,1,0,1,1,1,,,529466,2018070903902
CH,408314,39,3,6,0,3,1,1,1,0,1,1,1,0.0,3.0,529466,2018070903903
CU,430832,40,1,6,0,3,0,0,0,1,1,1,1,,,529466,2018070904001
CH,430832,40,2,6,0,3,0,0,1,1,1,1,1,,,529466,2018070904002
FF,430832,40,3,6,0,3,0,0,2,1,1,1,1,,,529466,2018070904003
CH,430832,40,4,6,0,3,0,1,2,1,1,1,1,,,529466,2018070904004
CH,430832,40,5,6,0,3,0,2,2,1,1,1,1,0.0,3.0,529466,2018070904005
FF,642708,41,1,6,0,3,0,0,0,2,1,1,1,,,529466,2018070904101
FF,642708,41,2,6,0,3,0,1,0,2,1,1,1,,,529466,2018070904102
CU,642708,41,3,6,0,3,0,1,1,2,1,1,1,,,529466,2018070904103
FF,642708,41,4,6,0,3,0,1,2,2,1,1,1,0.0,4.0,529466,2018070904104
SI,607043,45,1,7,0,3,1,0,0,0,1,1,1,,,529466,2018070904501
FF,607043,45,2,7,0,3,1,0,1,0,1,1,1,,,529466,2018070904502
FF,607043,45,3,7,0,3,1,0,2,0,1,1,1,,,529466,2018070904503
CU,607043,45,4,7,0,3,1,1,2,0,1,1,1,,,529466,2018070904504
CH,607043,45,5,7,0,3,1,1,2,0,1,1,1,,,529466,2018070904505
SI,607043,45,6,7,0,3,1,2,2,0,1,1,1,,,529466,2018070904506
CU,607043,45,7,7,0,3,1,2,2,0,1,1,1,,,529466,2018070904507
CH,607043,45,8,7,0,3,1,2,2,0,1,1,1,,,529466,2018070904508
FF,607043,45,9,7,0,3,1,2,2,0,1,1,1,,,529466,2018070904509
FF,607043,45,10,7,0,3,1,2,2,0,1,1,1,,,529466,2018070904510
FF,607043,45,11,7,0,3,1,3,2,0,1,1,1,,,529466,2018070904511
CU,607043,45,12,7,0,3,1,3,2,0,1,1,1,0.0,,529466,2018070904512
CU,527038,46,1,7,0,3,0,0,0,1,1,1,1,,,529466,2018070904601
FF,527038,46,2,7,0,3,0,1,0,1,1,1,1,,,529466,2018070904602
FF,527038,46,3,7,0,3,0,1,1,1,1,1,1,,,529466,2018070904603
CH,527038,46,4,7,0,3,0,2,1,1,1,1,1,0.0,2.0,529466,2018070904604
SI,624424,47,1,7,0,3,1,0,0,2,1,1,1,,,529466,2018070904701
FF,624424,47,2,7,0,3,1,0,1,2,1,1,1,,,529466,2018070904702
CU,624424,47,3,7,0,3,1,1,1,2,1,1,1,,,529466,2018070904703
CH,624424,47,4,7,0,3,1,1,2,2,1,1,1,,,529466,2018070904704
FF,624424,47,5,7,0,3,1,2,2,2,1,1,1,,,529466,2018070904705
CH,624424,47,6,7,0,3,1,2,2,2,1,1,1,,,529466,2018070904706
SI,624424,47,7,7,0,3,1,3,2,2,1,1,1,0.7,,529466,2018070904707
CU,642086,48,1,7,0,3,1,0,0,2,1,1,0,,,529466,2018070904801
CH,642086,48,2,7,0,3,1,0,1,2,1,1,0,,,529466,2018070904802
SI,642086,48,3,7,0,3,1,0,2,2,1,1,0,0.0,,529466,2018070904803
FF,518618,6,1,1,0,0,1,0,0,0,1,1,1,,,530835,2018071400601
FF,518618,6,2,1,0,0,1,0,1,0,1,1,1,,,530835,2018071400602
CU,518618,6,3,1,0,0,1,0,2,0,1,1,1,,,530835,2018071400603
SI,518618,6,4,1,0,0,1,1,2,0,1,1,1,,,530835,2018071400604
CU,518618,6,5,1,0,0,1,2,2,0,1,1,1,,,530835,2018071400605
FF,518618,6,6,1,0,0,1,3,2,0,1,1,1,0.9,4.0,530835,2018071400606
FF,605119,7,1,1,0,0,0,0,0,0,1,1,0,,,530835,2018071400701
CU,605119,7,2,1,0,0,0,0,1,0,1,1,0,0.9,4.0,530835,2018071400702
CH,592663,8,1,1,0,0,0,0,0,0,1,0,0,,,530835,2018071400801
SI,592663,8,2,1,0,0,0,0,1,0,1,0,0,,,530835,2018071400802
SI,592663,8,3,1,0,0,0,1,1,0,1,0,0,,,530835,2018071400803
CU,592663,8,4,1,0,0,0,1,2,0,1,0,0,,,530835,2018071400804
CH,592663,8,5,1,0,0,0,2,2,0,1,0,0,,,530835,2018071400805
SI,592663,8,6,1,0,0,0,2,2,0,1,0,0,,,530835,2018071400806
CU,592663,8,7,1,0,0,0,2,2,0,1,0,0,,,530835,2018071400807
CH,592663,8,8,1,0,0,0,3,2,0,1,0,0,0.7,,530835,2018071400808
CU,571506,9,1,1,0,0,1,0,0,0,0,0,0,,,530835,2018071400901
CU,571506,9,2,1,0,0,1,0,1,0,0,0,0,,,530835,2018071400902
CU,571506,9,3,1,0,0,1,0,2,0,0,0,0,0.0,,530835,2018071400903
CU,516770,10,1,1,0,0,0,0,0,1,0,0,0,,,530835,2018071401001
SI,516770,10,2,1,0,0,0,1,0,1,0,0,0,,,530835,2018071401002
SI,516770,10,3,1,0,0,0,1,1,1,0,0,0,,,530835,2018071401003
CU,516770,10,4,1,0,0,0,1,2,1,0,0,0,0.0,2.0,530835,2018071401004
SI,445988,11,1,1,1,0,0,0,0,2,0,1,0,,,530835,2018071401101
CH,445988,11,2,1,1,0,0,0,1,2,0,1,0,,,530835,2018071401102
SI,445988,11,3,1,1,0,0,1,1,2,0,1,0,0.9,4.0,530835,2018071401103
CU,500743,12,1,1,2,0,0,0,0,2,0,1,0,,,530835,2018071401201
FF,500743,12,2,1,2,0,0,1,0,2,0,1,0,,,530835,2018071401202
SI,500743,12,3,1,2,0,0,1,1,2,0,1,0,,,530835,2018071401203
FF,500743,12,4,1,2,0,0,1,2,2,0,1,0,,,530835,2018071401204
CU,500743,12,5,1,2,0,0,2,2,2,0,1,0,0.0,2.0,530835,2018071401205
SI,457727,17,1,2,2,0,0,0,0,0,1,1,1,,,530835,2018071401701
SI,457727,17,2,2,2,0,0,0,1,0,1,1,1,,,530835,2018071401702
CH,457727,17,3,2,2,0,0,1,1,0,1,1,1,,,530835,2018071401703
SI,457727,17,4,2,2,0,0,2,1,0,1,1,1,,,530835,2018071401704
FF,457727,17,5,2,2,0,0,2,2,0,1,1,1,,,530835,2018071401705
CU,457727,17,6,2,2,0,0,3,2,0,1,1,1,0.0,,530835,2018071401706
FF,670950,18,1,2,2,0,0,0,0,1,1,1,1,,,530835,2018071401801
SI,670950,18,2,2,2,0,0,0,1,1,1,1,1,,,530835,2018071401802
CU,670950,18,3,2,2,0,0,0,2,1,1,1,1,0.0,,530835,2018071401803
CU,518618,19,1,2,2,0,1,0,0,2,1,1,1,,,530835,2018071401901
SI,518618,19,2,2,2,0,1,0,1,2,1,1,1,,,530835,2018071401902
CH,518618,19,3,2,2,0,1,1,1,2,1,1,1,,,530835,2018071401903
CU,518618,19,4,2,2,0,1,1,2,2,1,1,1,,,530835,2018071401904
SI,518618,19,5,2,2,0,1,1,2,2,1,1,1,0.0,3.0,530835,2018071401905
CU,605119,24,1,3,2,0,0,0,0,0,1,1,1,,,530835,2018071402401
CH,605119,24,2,3,2,0,0,0,1,0,1,1,1,,,530835,2018071402402
CU,605119,24,3,3,2,0,0,1,1,0,1,1,1,,,530835,2018071402403
FF,605119,24,4,3,2,0,0,1,2,0,1,1,1,0.0,2.0,530835,2018071402404
CH,592663,25,1,3,2,0,0,0,0,1,1,1,1,,,530835,2018071402501
CH,592663,25,2,3,2,0,0,0,1,1,1,1,1,,,530835,2018071402502
SI,592663,25,3,3,2,0,0,0,2,1,1,1,1,0.0,2.0,530835,2018071402503
CU,571506,26,1,3,2,0,1,0,0,2,1,1,1,,,530835,2018071402601
CH,571506,26,2,3,2,0,1,0,1,2,1,1,1,,,530835,2018071402602
CH,571506,26,3,3,2,0,1,1,1,2,1,1,1,,,530835,2018071402603
SI,571506,26,4,3,2,0,1,1,2,2,1,1,1,0.0,,530835,2018071402604
FF,516770,30,1,4,2,0,0,0,0,0,1,1,1,0.0,6.0,530835,2018071403001
FF,445988,31,1,4,2,0,0,0,0,1,1,1,1,,,530835,2018071403101
FF,445988,31,2,4,2,0,0,0,1,1,1,1,1,,,530835,2018071403102
FF,445988,31,3,4,2,0,0,0,2,1,1,1,1,,,530835,2018071403103
CU,445988,31,4,4,2,0,0,1,2,1,1,1,1,0.9,2.0,530835,2018071403104
FF,500743,32,1,4,2,0,0,0,0,1,1,1,0,,,530835,2018071403201
CH,500743,32,2,4,2,0,0,1,0,1,1,1,0,,,530835,2018071403202
CH,500743,32,3,4,2,0,0,2,0,1,1,1,0,0.0,3.0,530835,2018071403203
CU,457727,33,1,4,2,0,0,0,0,2,1,1,0,,,530835,2018071403301
CU,457727,33,2,4,2,0,0,1,0,2,1,1,0,,,530835,2018071403302
FF,457727,33,3,4,2,0,0,2,0,2,1,1,0,,,530835,2018071403303
SI,457727,33,4,4,2,0,0,3,0,2,1,1,0,0.0,2.0,530835,2018071403304
FF,670950,38,1,5,2,0,0,0,0,0,1,1,1,,,530835,2018071403801
CU,670950,38,2,5,2,0,0,0,1,0,1,1,1,,,530835,2018071403802
FF,670950,38,3,5,2,0,0,0,2,0,1,1,1,,,530835,2018071403803
CU,670950,38,4,5,2,0,0,0,2,0,1,1,1,0.0,2.0,530835,2018071403804
CU,518618,39,1,5,2,0,1,0,0,1,1,1,1,,,530835,2018071403901
CH,518618,39,2,5,2,0,1,1,0,1,1,1,1,,,530835,2018071403902
CU,518618,39,3,5,2,0,1,1,1,1,1,1,1,,,530835,2018071403903
SI,518618,39,4,5,2,0,1,1,2,1,1,1,1,,,530835,2018071403904
CU,518618,39,5,5,2,0,1,1,2,1,1,1,1,,,530835,2018071403905
FF,518618,39,6,5,2,0,1,1,2,1,1,1,1,0.0,,530835,2018071403906
CU,605119,40,1,5,2,0,0,0,0,2,1,1,1,0.0,2.0,530835,2018071404001
CU,592663,45,1,6,2,0,0,0,0,0,1,1,1,,,530835,2018071404501
CU,592663,45,2,6,2,0,0,0,1,0,1,1,1,,,530835,2018071404502
CU,592663,45,3,6,2,0,0,1,1,0,1,1,1,,,530835,2018071404503
FF,592663,45,4,6,2,0,0,1,2,0,1,1,1,,,530835,2018071404504
CH,592663,45,5,6,2,0,0,1,2,0,1,1,1,0.0,2.0,530835,2018071404505
CH,571506,46,1,6,2,0,1,0,0,1,1,1,1,0.0,2.0,530835,2018071404601
CH,516770,47,1,6,2,0,0,0,0,2,1,1,1,,,530835,2018071404701
CH,516770,47,2,6,2,0,0,1,0,2,1,1,1,,,530835,2018071404702
CU,516770,47,3,6,2,0,0,2,0,2,1,1,1,,,530835,2018071404703
SI,516770,47,4,6,2,0,0,3,0,2,1,1,1,,,530835,2018071404704
CH,516770,47,5,6,2,0,0,3,1,2,1,1,1,0.9,2.0,530835,2018071404705
FF,445988,48,1,6,2,0,0,0,0,2,1,0,1,,,530835,2018071404801
CU,445988,48,2,6,2,0,0,0,1,2,1,0,1,,,530835,2018071404802
FF,445988,48,3,6,2,0,0,1,1,2,1,0,1,0.0,3.0,530835,2018071404803
FF,592626,1,1,1,0,0,1,0,0,0,1,1,1,,,530922,2018072400101
CU,592626,1,2,1,0,0,1,0,1,0,1,1,1,0.9,4.0,530922,2018072400102
FF,592518,2,1,1,0,0,0,0,0,0,1,1,0,,,530922,2018072400201
FF,592518,2,2,1,0,0,0,0,1,0,1,1,0,,,530922,2018072400202
CU,592518,2,3,1,0,0,0,0,2,0,1,1,0,0.0,,530922,2018072400203
CU,571970,3,1,1,0,0,1,0,0,1,1,1,0,,,530922,2018072400301
FF,571970,3,2,1,0,0,1,0,1,1,1,1,0,,,530922,2018072400302
CH,571970,3,3,1,0,0,1,0,2,1,1,1,0,,,530922,2018072400303
FF,571970,3,4,1,0,0,1,1,2,1,1,1,0,0.0,3.0,530922,2018072400304
FF,518735,4,1,1,0,0,1,0,0,2,1,1,0,,,530922,2018072400401
SI,518735,4,2,1,0,0,1,0,1,2,1,1,0,,,530922,2018072400402
CU,518735,4,3,1,0,0,1,0,2,2,1,1,0,,,530922,2018072400403
CU,518735,4,4,1,0,0,1,1,2,2,1,1,0,0.9,3.0,530922,2018072400404
CU,621035,5,1,1,0,0,0,0,0,2,0,1,0,,,530922,2018072400501
CU,621035,5,2,1,0,0,0,0,1,2,0,1,0,,,530922,2018072400502
FF,621035,5,3,1,1,0,0,1,1,2,1,1,0,,,530922,2018072400503
CU,621035,5,4,1,1,0,0,1,2,2,1,1,0,0.0,,530922,2018072400504
FF,641355,9,1,2,1,0,1,0,0,0,1,1,1,,,530922,2018072400901
SI,641355,9,2,2,1,0,1,0,1,0,1,1,1,,,530922,2018072400902
CU,641355,9,3,2,1,0,1,1,1,0,1,1,1,,,530922,2018072400903
SI,641355,9,4,2,1,0,1,1,2,0,1,1,1,,,530922,2018072400904
CU,641355,9,5,2,1,0,1,1,2,0,1,1,1,0.0,,530922,2018072400905
FF,571771,10,1,2,1,0,0,0,0,1,1,1,1,,,530922,2018072401001
FF,571771,10,2,2,1,0,0,1,0,1,1,1,1,,,530922,2018072401002
CU,571771,10,3,2,1,0,0,1,1,1,1,1,1,,,530922,2018072401003
CH,571771,10,4,2,1,0,0,2,1,1,1,1,1,,,530922,2018072401004
CU,571771,10,5,2,1,0,0,2,2,1,1,1,1,0.0,3.0,530922,2018072401005
CU,657077,11,1,2,1,0,1,0,0,2,1,1,1,,,530922,2018072401101
CU,657077,11,2,2,1,0,1,1,0,2,1,1,1,,,530922,2018072401102
SI,657077,11,3,2,1,0,1,1,1,2,1,1,1,,,530922,2018072401103
SI,657077,11,4,2,1,0,1,2,1,2,1,1,1,,,530922,2018072401104
CH,657077,11,5,2,1,0,1,3,1,2,1,1,1,0.7,,530922,2018072401105
FF,628317,12,1,2,1,0,0,0,0,2,1,1,0,,,530922,2018072401201
FF,628317,12,2,2,1,0,0,0,1,2,1,1,0,,,530922,2018072401202
FF,628317,12,3,2,1,0,0,1,1,2,1,1,0,,,530922,2018072401203
CU,628317,12,4,2,1,0,0,1,2,2,1,1,0,0.0,2.0,530922,2018072401204
CU,592626,16,1,3,1,0,1,0,0,0,1,1,1,,,530922,2018072401601
SI,592626,16,2,3,1,0,1,0,1,0,1,1,1,,,530922,2018072401602
CH,592626,16,3,3,1,0,1,1,1,0,1,1,1,,,530922,2018072401603
CH,592626,16,4,3,1,0,1,2,1,0,1,1,1,0.0,2.0,530922,2018072401604
FF,592518,17,1,3,1,0,0,0,0,1,1,1,1,,,530922,2018072401701
CH,592518,17,2,3,1,0,0,0,1,1,1,1,1,,,530922,2018072401702
FF,592518,17,3,3,1,0,0,1,1,1,1,1,1,0.0,3.0,530922,2018072401703
FF,571970,18,1,3,1,0,1,0,0,2,1,1,1,,,530922,2018072401801
FF,571970,18,2,3,1,0,1,0,1,2,1,1,1,,,530922,2018072401802
CH,571970,18,3,3,1,0,1,1,1,2,1,1,1,,,530922,2018072401803
CU,571970,18,4,3,1,0,1,1,2,2,1,1,1,0.0,,530922,2018072401804
CU,518735,22,1,4,1,0,1,0,0,0,1,1,1,,,530922,2018072402201
FF,518735,22,2,4,1,0,1,0,1,0,1,1,1,,,530922,2018072402202
CU,518735,22,3,4,1,0,1,1,1,0,1,1,1,,,530922,2018072402203
SI,518735,22,4,4,1,0,1,1,2,0,1,1,1,,,530922,2018072402204
SI,518735,22,5,4,1,0,1,2,2,0,1,1,1,,,530922,2018072402205
CH,518735,22,6,4,1,0,1,3,2,0,1,1,1,2.0,6.0,530922,2018072402206
CH,621035,23,1,4,2,0,0,0,0,0,1,1,1,,,530922,2018072402301
CU,621035,23,2,4,2,0,0,0,1,0,1,1,1,,,530922,2018072402302
FF,621035,23,3,4,2,0,0,0,2,0,1,1,1,0.0,,530922,2018072402303
CH,641355,24,1,4,2,0,1,0,0,1,1,1,1,,,530922,2018072402401
CH,641355,24,2,4,2,0,1,0,1,1,1,1,1,,,530922,2018072402402
CU,641355,24,3,4,2,0,1,0,2,1,1,1,1,0.9,2.0,530922,2018072402403
CH,571771,25,1,4,2,0,0,0,0,1,1,1,0,,,530922,2018072402501
CU,571771,25,2,4,2,0,0,0,1,2,1,1,1,,,530922,2018072402502
FF,571771,25,3,4,2,0,0,0,2,2,1,1,1,,,530922,2018072402503
FF,571771,25,4,4,2,0,0,1,2,2,1,1,1,0.0,3.0,530922,2018072402504
FF,657077,30,1,5,2,0,1,0,0,0,1,1,1,,,530922,2018072403001
FF,657077,30,2,5,2,0,1,1,0,0,1,1,1,,,530922,2018072403002
CH,657077,30,3,5,2,0,1,2,0,0,1,1,1,,,530922,2018072403003
SI,657077,30,4,5,2,0,1,2,1,0,1,1,1,,,530922,2018072403004
CU,657077,30,5,5,2,0,1,2,2,0,1,1,1,,,530922,2018072403005
SI,657077,30,6,5,2,0,1,3,2,0,1,1,1,0.7,,530922,2018072403006
FF,628317,31,1,5,2,0,0,0,0,0,1,1,0,0.0,,530922,2018072403101
CU,592626,32,1,5,2,0,1,0,0,1,1,0,1,,,530922,2018072403201
CU,592626,32,2,5,2,0,1,0,1,1,1,0,1,,,530922,2018072403202
CH,592626,32,3,5,2,0,1,1,1,1,1,0,1,,,530922,2018072403203
